foldername,placename,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
海山、板橋,海山分局,DE02000745,溪頭里,新北市板橋區溪頭里24鄰華江一路380號,25.03373025,121.4680616,"1 ",1005.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000746,溪頭里,新北市板橋區溪頭里17鄰華江三路300號,25.035838,121.47271,1,476.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000747,溪頭里,新北市板橋區溪頭里14鄰華江一路55號2樓,25.03557,121.47604,1,1298.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE0200625,明翠里,新北市板橋區四維199號,25.026965,121.464062,1,1229.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE0200698,純翠里,新北市板橋區民生三段188號,,,1,1144.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE0200704,柏翠里,新北市板橋區文化二段417巷6號,25.033266,121.474365,1,1799.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE0200724,聯翠里,新北市板橋區松江街61號,25.027822,121.468382,1,528.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE03000007,振興里,新北市板橋區中山路二段531巷26-30號,25.022171,121.48253,1,957.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE03000010,光仁里,新北市板橋區懷仁街85巷2弄14號,,,1,969.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE03000012,九如里,新北市板橋區三民路二段186巷6弄214號,,,1,2089.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE03000013,福壽里,新北市板橋區三民路二段245巷2號,25.012484,121.479371,1,5902.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE03000014,九如里,新北市板橋區三民路二段186巷6弄216號,,,1,619.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE03000016,振義里,新北市板橋區中山路二段553巷21-29號,,,1,896.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE03000018,九如里,新北市板橋區三民路二段正隆巷12弄11-15號,25.013459,121.477821,1,924.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE03000020,雙玉里,新北市板橋區三民路一段98號,25.021426,121.479148,1,50.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE03000022,居仁里,新北市板橋區三民路二段203號,25.013698,121.479193,1,158.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE03000025,富貴里,新北市板橋區三民路二段36號,25.017915,121.479073,1,138.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE03000030,埔墘里,新北市板橋區中山路二段416巷66弄211號,25.018683,121.482501,1,434.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE03000031,埤墘里,新北市板橋區萬板路46巷9號,,,1,193.0,鐵路警察局臺北分局,
